,release,title,origin,director,cast,genre
25338,1985,Alag Alag,Bollywood,Shakti Samanta,"Rajesh Khanna, Shashi Kapoor, Tina Munim",family
25340,1985,Arjun,Bollywood,,"Sunny Deol, Amar Rajesh, Dimple Kapadia, Raj Kiran",action
25343,1985,Babu,Bollywood,A.C. Trilokchander,"Rajesh Khanna, Hema Malini, Mala Sinha, Rati Agnihotri",drama
25344,1985,Balidaan,Bollywood,S.A. Chandrashekhar,"Anuradha, Vijay Arora, Asrani",action
25345,1985,Bhago Bhut Aaya,Bollywood,Krishna Naidu,"Ashok Kumar, Aruna Irani, Deven Verma",fantasy
25348,1985,Dekha Pyar Tumhara,Bollywood,Virendra Sharma,"Kamal Hassan, Rati Agnihotri, Deven Verma",comedy
25349,1985,Ek Se Bhale Do,Bollywood,S.V. Rajendra Singh,"Rati Agnihotri, Balwant Dullat, Kumar Gaurav",action
25350,1985,Faasle,Bollywood,Yash Chopra,"Farooq Sheikh, Deepti Naval, Sunil Dutt",romance
25351,1985,Geraftaar,Bollywood,Prayag Raaj,"Amitabh Bachchan, Madhavi, Kamal Hassan, Poonam Dhillon, Rajinikanth",action
25356,1985,Hum Dono,Bollywood,B.S. Glaad,"Rajesh Khanna, Hema Malini, Reena Roy",comedy
25357,1985,Hum Naujawan,Bollywood,Dev Anand,"Dev Anand, Bunty Behl, Richa Sharma",action
25358,1985,Jhoothi,Bollywood,Hrishikesh Mukherjee,"Rekha, Raj Babbar, Amol Palekar",comedy
25359,1985,Kabhi Ajnabi The,Bollywood,,"Ramesh Deo, Seema Deo, Poonam Dhillon",romance
25360,1985,Khamosh,Bollywood,Vidhu Vinod Chopra,"Shabana Azmi, Amol Palekar, Sudhir Mishra",mystery
25361,1985,Lava,Bollywood,,"Raj Babbar, Dimple Kapadia, Asha Parekh",family
25364,1985,Mahaguru,Bollywood,S.S. Ravichandra,"Rajinikanth, Meenakshi Seshadri, Nirupa Roy",action
25366,1985,Masterji,Bollywood,K. Raghavendra Rao,"Rajesh Khanna, Sridevi, Anita Raj",comedy
25367,1985,Mera Saathi,Bollywood,K. Raghavendra Rao,"Asrani, Bharat Bhushan, Aruna Irani",drama
25369,1985,Mohabbat,Bollywood,Bapu,"Anil Kapoor, Vijayata Pandit, Aruna Irani",romance
25370,1985,Nasoor,Bollywood,Ashok Chopra,"Om Puri, Priya Tendulkar, Sadashiv Amrapurkar",drama
25371,1985,Pataal Bhairavi,Bollywood,K. Bapaiah,"Jeetendra, Jayapradha, Pran",fantasy
25372,1985,Phaansi Ke Baad,Bollywood,Harmesh Malhotra,"Ajit, Vikas Anand, Bandini",drama
25373,1985,Pyari Behna,Bollywood,Bapu,"Mithun Chakraborty, Padmini Kolhapure, Tanvi Azmi",action
25377,1985,Sanjog,Bollywood,K. Vishwanath,"Jeetendra, Jayapradha, Vinod Mehra",romance
25380,1985,Tawaif,Bollywood,B. R. Chopra,"Ashok Kumar, Rishi Kapoor, Rati Agnihotri",comedy
25381,1985,Teri Meherbaniyan,Bollywood,Vijay Reddi,"Jackie Shroff, Poonam Dhillon, Raj Kiran",action
25382,1985,Zabardast,Bollywood,Nasir Husain,"Sanjeev Kumar, Sunny Deol, Rajiv Kapoor",action
25385,1986,Aap Ke Saath,Bollywood,J. Om Prakash,"Smita Patil, Anil Kapoor, Rati Agnihotri",drama
25389,1986,Angaaray,Bollywood,Rajesh Seth,"Rajesh Khanna, Smita Patil, Raj Babbar",adventure
25390,1986,Anubhav,Bollywood,Kashinath,"Shekhar Suman, Padmini Kolhapure, Padma Khanna",comedy
25392,1986,Avinash,Bollywood,Umesh Mehra,"Mithun Chakraborty, Poonam Dhillon, Bindiya Goswami",action
25395,1986,Chameli Ki Shaadi,Bollywood,Basu Chatterjee,"Anil Kapoor, Amrita Singh, Om Prakash",comedy
25396,1986,Dahleez,Bollywood,Ravi Chopra,"Jackie Shroff, Raj Babbar, Meenakshi Sheshadri",drama
25400,1986,Ek Aur Sikander,Bollywood,Bhaskar Shetty,"Rati Agnihotri, Mithun Chakraborty, Amrish Puri",action
25402,1986,Genesis,Bollywood,Mrinal Sen,"Shabana Azmi, Naseeruddin Shah, Om Puri",drama
25403,1986,Ghar Sansar,Bollywood,K. Bapaiah,"Jeetendra, Sridevi, Kader Khan",family
25404,1986,Jaal,Bollywood,Umesh Mehra,"Jeetendra, Rekha, Vinod Mehra",mystery
25405,1986,Janbaaz,Bollywood,Feroz Khan,"Feroz Khan, Anil Kapoor, Dimple Kapadia, Sridevi, Rekha, Amrish Puri",action
25406,1986,Jeeva,Bollywood,Raj N. Sippy,"Sanjay Dutt, Mandakini, Amjad Khan, Pran",action
25407,1986,Karma,Bollywood,Subhash Ghai,"Dilip Kumar, Nutan, Naseeruddin Shah, Jackie Shroff, Anil Kapoor, Sridevi, Poonam Dhillon, Shakti Kapoor, Dara Singh, Anupam Kher",action
25411,1986,Mazloom,Bollywood,C.P. Dixit,"Bina, Feroz, Goga Kapoor",action
25412,1986,Mohabbat Ki Kasam,Bollywood,K. Pappu,"Rajesh Khanna, Dharmendra, Anita Raj, Tanuja",action
25413,1986,Naache Mayuri,Bollywood,T. Rama Rao,"Shekhar Suman, Sudha Chandran, Aruna Irani",drama
25414,1986,Nagina,Bollywood,Harmesh Malhotra,"Rishi Kapoor, Sridevi, Prem Chopra, Amrish Puri, Jagdeep",fantasy
25416,1986,Nasihat,Bollywood,Aravind Sen,"Rajesh Khanna, Shabana Azmi, Deepti Naval",drama
25420,1986,Qatl,Bollywood,R.K. Nayyar,"Sanjeev Kumar, Ranjeeta Kaur, Shatrughan Sinha",mystery
25421,1986,Suhaagan,Bollywood,Rama Rao Tatineni,"Jeetendra, Rekha, Govinda, Anuradha, Pran",family
25422,1986,Shart,Bollywood,Ketan Anand,"Naseeruddin Shah, Shabana Azmi, Kanwaljit Singh",drama
25423,1986,Shatru,Bollywood,Pramod Chakravorty,"Rajesh Khanna, Shabana Sadique, Ashok Kumar",action
25426,1986,Swati,Bollywood,Kranthi Kumar,"Shashi Kapoor, Sharmila Tagore, Meenakshi Sheshadri",drama
25427,1986,Tahkhana,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Rana Jung Bahadur, Hemant Birje, Deepak",action
25429,1987,Aag Hi Aag,Bollywood,Shibu Mitra,"Dharmendra, Shatrughan Sinha, Moushumi Chatterjee, Neelam",action
25431,1987,Aulad,Bollywood,Vijay Sadanah,"Jeetendra, Jayapradha, Sridevi",drama
25432,1987,Awam,Bollywood,B.R Chopra,"Rajesh Khanna, Ashok Kumar, Smita Patil",adventure
25433,1987,Dak Bangla,Bollywood,Keshu Ramsay,"Aaloka, Bhakti Bhansali, Leena Das",horror
25436,1987,Diljalaa,Bollywood,Bapu,"Rita Bhaduri, Kamal Chopra, Danny Denzongpa, Farha Naaz",action
25437,1987,Hawalaat,Bollywood,Surendera Mohan,"Mithun Chakraborty, Rishi Kapoor, Padmini Kolhapure, Mandakini",action
25438,1987,Himmat Aur Mehanat,Bollywood,K. Bapaiah,"Shammi Kapoor, Jeetendra, Poonam Dhillon",action
25439,1987,Hiraasat,Bollywood,Surendra Mohan,"Shatrughan Sinha, Mithun Chakraborty, Hema Malini, Anita Raj",action
25441,1987,Ijaazat,Bollywood,Gulzar,"Rekha, Naseeruddin Shah, Anuradha Patel",drama
25442,1987,Imaandaar,Bollywood,Sushil Malik,"Sanjay Dutt, Farha Naaz, Pran",action
25443,1987,Inaam Dus Hazaar,Bollywood,Jyotin Goel,"Sanjay Dutt, Meenakshi Sheshadri, Amrish Puri",action
25445,1987,Jaan Hatheli Pe,Bollywood,R. Jhalani,"Dharmendra, Jeetendra, Raj Babbar, Rekha, Hema Malini",action
25447,1987,Jhanjhaar,Bollywood,V. Shantaram,"Padmini Kolhapure, Sushant Roy, Ranjana Deshmukh, Sudhir Pandey, Yunus Pervez",social drama
25448,1987,Kamagni,Bollywood,Ashok Kumar,"Sujit Kumar, Shreeram Lagoo, Tina Munim",drama
25449,1987,Kaash,Bollywood,Mahesh Bhatt,"Jackie Shroff, Dimple Kapadia, Master Makrand",drama
25450,1987,Kalyug Aur Ramayan,Bollywood,Babubhai Mistry,"Manoj Kumar, Rajiv Goswami, Madhavi",drama
25451,1987,Khazana,Bollywood,Harmesh Malhotra,"Randhir Kapoor, Rekha, Bindu",action
25452,1987,Khudgarz,Bollywood,Rakesh Roshan,"Jeetendra, Shatrughan Sinha, Govinda, Amrita Singh, Bhanupriya, Neelam",drama
25453,1987,Madadgaar,Bollywood,Ramanesh Puri,"Jeetendra, Sulakshana Pandit, Aruna Irani",action
25456,1987,Mirch Masala,Bollywood,Ketan Mehta,"Ram Gopal Bajaj, Benjamin Gilani, Mohan Gokhale",thriller
25457,1987,Mr. India,Bollywood,Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri",action
25458,1987,Naam O Nishan,Bollywood,Ajay Kashyap,"Shashi Kapoor, Sanjay Dutt, Amrita Singh, Nirupa Roy",action
25460,1987,Param Dharam,Bollywood,Swaroop Kumar,"Mithun Chakraborty, Mandakini",action
25462,1987,Pyaar Ki Jeet,Bollywood,Saawan Kumar Tak,"Shashi Kapoor, Vinod Mehra, Rekha",comedy
25466,1987,Sutradhar,Bollywood,Chandrakant Joshi,"Girish Karnad, Smita Patil, Nilu Phule",drama
25467,1987,Thikana,Bollywood,Mahesh Bhatt,"Smita Patil, Anil Kapoor, Amrita Singh",crime
25470,1988,Aakhri Adaalat,Bollywood,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam",action
25472,1988,Andha Yudh,Bollywood,Dayal Nihalani,"Raj Babbar, Nana Patekar, Pallavi Joshi, Divya Rana, Rohini Hattangadi",drama
25473,1988,Bees Saal Baad,Bollywood,Rajkumar Kohli,"Mithun Chakraborty, Dimple Kapadia, Meenakshi Sheshadri",action
25475,1988,Charnon Ki Saugandh,Bollywood,K. Bapaiah,"Asrani, Mithun Chakraborty, Prem Chopra, Amrita Singh",action
25476,1988,Commando,Bollywood,B. Subhash,"Mithun Chakraborty, Mandakini, Hemant Birje",action
25478,1988,Dayavan,Bollywood,Feroz Khan,"Vinod Khanna, Feroz Khan, Amala",action
25479,1988,Ek Naya Rishta,Bollywood,Vinod Pande,"Rekha, Raj Kiran, Mazhar Khan",family
25480,1988,Gangaa Jamunaa Saraswathi,Bollywood,Manmohan Desai,"Amitabh Bachchan, Mithun Chakraborty, Jayapradha, Meenakshi Sheshadri",action
25481,1988,Ghar Ghar Ki Kahani,Bollywood,Kalpataru,"Govinda, Farha Naaz, Rishi Kapoor",drama
25482,1988,Hum Farishte Nahin,Bollywood,Jatin Kumar,"Raj Babbar, Om Puri, Deepak Seth",action
25483,1988,Jeete Hain Shaan Se,Bollywood,Kawal Sharma,"Mithun Chakraborty, Sanjay Dutt, Govinda, Mandakini, Vijeta Pandit",action
25485,1988,Kabzaa,Bollywood,Mahesh Bhatt,"Sanjay Dutt, Amrita Singh, Paresh Rawal, Raj Babbar",action
25487,1988,Maalamaal,Bollywood,Kewal Sharma,"Naseeruddin Shah, Poonam Dhillon, Mandakini",comedy
25488,1988,Main Zinda Hoon,Bollywood,Sudhir Mishra,"Rajendra Gupta, Pankaj Kapur, Deepti Naval",drama
25492,1988,Paap Ki Duniya,Bollywood,Shibu Mitra,"Sunny Deol, Chunky Pandey, Neelam, Pran, Danny",action
25494,1988,Qayamat Se Qayamat Tak,Bollywood,Mansoor Khan,"Aamir Khan, Juhi Chawla",romance
25495,1988,Ram-Avtar,Bollywood,Sunil Hingorani,"Sunny Deol, Anil Kapoor, Sridevi",drama
25497,1988,Rukhsat,Bollywood,Simi Garewal,"Mithun Chakraborty, Simi Garewal, Anuradha Patel",romance
25498,1988,Saazish,Bollywood,Rajkumar Kohli,"Raaj Kumar, Mithun Chakraborty, Dharmendra, Dimple Kapadia, Anita Raj",action
25499,1988,Salaam Bombay!,Bollywood,Mira Nair,Nana Patekar,drama
25500,1988,Shahenshah,Bollywood,Tinu Anand,"Amitabh Bachchan, Meenakshi, Amrish Puri, Pran, Prem Chopra, Kader Khan",action
25501,1988,Sone Pe Suhaaga,Bollywood,K. Bapaiah,"Jeetendra, Dharmendra, Nutan, Anil Kapoor, Poonam Dhillon, Sridevi, Kimi Katkar",action
25502,1988,Tamacha,Bollywood,Ramesh Ahuja,"Jeetendra, Rajnikanth, Amrita Singh, Kimi Katkar, Bhanupriya",action
25503,1988,Tezaab,Bollywood,N. Chandra,"Anil Kapoor, Madhuri Dixit, Chunky Pandey",action
25505,1988,Veerana,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Hemant Birje, Jasmin, Sahila Chaddha",action
25506,1988,Waaris,Bollywood,Ravindra Peepat,"Smita Patil, Amrita Singh, Raj Babbar",drama
25507,1988,Waqt Ki Awaz,Bollywood,K. Bapaiah,"Mithun Chakraborty, Sridevi, Neelam, Moushumi Chatterjee",action
25508,1988,Woh Phir Aayegi,Bollywood,B.R. Ishara,"Rajesh Khanna, Farha Naaz, Moon Moon Sen",horror
25510,1988,Zakhmi Aurat,Bollywood,Avtar Bhogal,"Dimple Kapadia, Raj Babbar",action
25515,1989,ChaalBaaz,Bollywood,Pankaj Parashar,"Rajnikant, Sunny Deol, Sridevi, Anupam Kher",romantic
25516,1989,Chandni,Bollywood,Yash Chopra,"Vinod Khanna, Rishi Kapoor, Sridevi",romance
25524,1989,Kanoon Apna Apna,Bollywood,Gopal B.,"Dilip Kumar, Nutan Behl, Sanjay Dutt, Madhuri Dixit",action
25529,1989,Maine Pyar Kiya,Bollywood,Sooraj R. Barjatya,"Salman Khan, Bhagyashree Patwardhan, Laxmikant Berde, Mohnish Behl",romantic
25534,1989,Ram Lakhan,Bollywood,Subhash Ghai,"Anil Kapoor, Jackie Shroff, Dimple Kapadia, Madhuri Dixit, Amrish Puri, Rakhee Gulzar",romance
25536,1989,Tridev,Bollywood,Rajiv Rai,"Naseeruddin Shah, Jackie Shroff, Sunny Deol, Madhuri Dixit, Sangeeta Bijlani, Sonam, Raza Murad, Anupam Kher, Amrish Puri",action
25539,1990,Aaj Ka Arjun,Bollywood,K.C. Bokadia,"Amitabh Bachchan, Jayapradha",action
25540,1990,Aag Ka Gola,Bollywood,David Dhawan,"Sunny Deol, Dimple Kapadia, Archana Puran Singh",action
25543,1990,Aashiqui,Bollywood,Mahesh Bhatt,"Rahul Roy, Anu Agarwal",romance
25544,1990,Agneekaal,Bollywood,,"Sadashiv Amrapurkar, Tinnu Anand, Raj Babbar",action
25545,1990,Agneepath,Bollywood,Mukul S. Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari, Danny Denzongpa, Biswa Roy",action
25546,1990,Amiri Garibi,Bollywood,Harmesh Malhotra,"Jeetendra, Rekha, Rishi Kapoor",family
25547,1990,Appu Raja,Bollywood,Singeetham Srinivasa Rao,"Kamal Hassan, Rupini, Gouthami, Srividya, Nagesh",comedy
25548,1990,Awwal Number,Bollywood,Dev Anand,"Dev Anand, Aamir Khan, Ekta Sohini",action
25549,1990,Baaghi: A Rebel for Love,Bollywood,Deepak Shivdasani,"Salman Khan, Naghma, Shakti Kapoor",action
25550,1990,Bahaar Aane Tak,Bollywood,Tariq Shah,"Roopali Ganguly, Ram Mohan, Navin Nischol",family
25551,1990,Bandh Darwaza,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Hashmat Khan, Manjeet Kular, Kunika",action
25554,1990,Deewana Mujh Sa Nahin,Bollywood,Y. Nageshwar Rao,"Aamir Khan, Madhuri Dixit",romance
25555,1990,Dil,Bollywood,Indra Kumar,"Aamir Khan, Madhuri Dixit, Anupam Kher, Saeed Jaffrey",comedy
25556,1990,Doodh Ka Karz,Bollywood,Ashok Gaikwad,"Jackie Shroff, Neelam, Prem Chopra",action
25557,1990,Drishti,Bollywood,Govind Nihalani,"Dimple Kapadia, Shekhar Kapur, Mita Vasisht",drama
25560,1990,Ghar Ho To Aisa,Bollywood,Kalpataru,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran",family
25561,1990,Ghayal,Bollywood,Rajkumar Santoshi,"Sunny Deol, Meenakshi Seshadri, Raj Babbar, Moushumi Chatterjee, Amrish Puri",action
25562,1990,Gunahon Ka Devta,Bollywood,Kawal Sharma,"Sangeeta Bijlani, Mithun Chakraborty, Chandrashekhar",action
25563,1990,Hatim Tai,Bollywood,Babubhai Mistry,"Jeetendra, Sangeeta Bijlani, Sonu Walia",fantasy
25564,1990,Hum Se Na Takrana,Bollywood,Dipak Bahry,"Shatrugan Sinha, Mithun Chakraborty, Leena Das",action
25566,1990,Jamai Raja,Bollywood,A. Kodandarami Reddy,"Anil Kapoor, Madhuri Dixit, Hema Malini",drama
25568,1990,Kafan,Bollywood,Dhirendra Bohra,"Tina Ghai, Jamuna, Huma Khan",horror
25569,1990,Kishen Kanhaiya,Bollywood,Rakesh Roshan,"Anil Kapoor, Madhuri Dixit, Shilpa Shirodkar, Amrish Puri",drama
25570,1990,Pratibandh,Bollywood,Ravi Raja Pinisetty,"Chiranjeevi, Juhi Chawla, Rami Reddy",action
25572,1990,Pyar Ke Naam Qurbaan,Bollywood,B. Subhash,"Mithun Chakraborty, Dimple Kapadia, Mandakini",action
25573,1990,Sailaab,Bollywood,Deepak Balraj,"Aditya Pancholi, Madhuri Dixit, Shafi Inamdar",action
25574,1990,Shaitani Ilaaka,Bollywood,Kiran Ramsay,"Sunil Dhawan, Shehnaz Kudia, Neelam Mehra",horror
25576,1990,Shiva,Bollywood,Ram Gopal Verma,"Nagarjuna, Amala, Raghuvaran",action
25577,1990,Swarg,Bollywood,David Dhawan,"Rajesh Khanna, Govinda, Juhi Chawla",drama
25578,1990,Taqdeer Ka Tamasha,Bollywood,Anand Gaekwad,"Sadashiv Amrapurkar, Moushumi Chatterjee, Suresh Chatwal",action
25579,1990,Tejaa,Bollywood,Ramnesh Puri,"Sanjay Dutt, Kimi Katkar, Sonu Walia",action
25580,1990,Thanedaar,Bollywood,Raj Sippy,"Jeetendra, Sanjay Dutt, Jayapradha, Madhuri Dixit",action
25581,1990,Thodasa Roomani Ho Jaayen,Bollywood,Amol Palekar,"Anita Kanwar, Nana Patekar, Riju Bajaj",drama
25582,1990,Tum Mere Ho,Bollywood,Tahir Hussain,"Aamir Khan, Juhi Chawla",romance
25583,1990,Veeru Dada,Bollywood,K.R. Reddy,"Dharmendra, Amrita Singh, Aditya Pancholi",action
25584,1990,Zahreelay,Bollywood,Jyotin Goel,"Jeetendra, Sanjay Dutt, Chunky Pandey",action
25585,1991,100 Days,Bollywood,Parto Ghosh,"Jackie Shroff, Madhuri Dixit",thriller
25586,1991,Aakhri Cheekh,Bollywood,Kiran Ramsay,"Vijay Arora, Anil Dhawan, Vijayendra Ghatge",horror
25587,1991,Afsana Pyar Ka,Bollywood,Shahjahan,"Aamir Khan, Neelam Kothari",romance
25588,1991,Ajooba,Bollywood,Shashi Kapoor,"Amitabh Bachchan, Rishi Kapoor, Dimple Kapadia, Sonam, Shammi Kapoor, Amrish Puri, Saeed Jaffrey, Dara Singh, Dalip Tahil, Sushma Seth, Tinnu Anand, Narendra Nath",fantasy adventure
25589,1991,Begunaah,Bollywood,,"Rajesh Khanna, Ashok Kumar, Farha Naaz",action
25590,1991,Bhabhi,Bollywood,Kishore Vyas,"Bhanupriya, Govinda, Juhi Chawla",comedy
25591,1991,Diksha,Bollywood,Arun Kaul,"Sulabha Arya, Vijay Kashyap, Nana Patekar",drama
25592,1991,Dil Hai Ke Manta Nahin,Bollywood,Mahesh Bhatt,"Aamir Khan, Pooja Bhatt",romance
25593,1991,Dushman Devta,Bollywood,Anil Ganguly,"Dharmendra, Dimple Kapadia, Gulshan Grover",action
25595,1991,Farishtay,Bollywood,Anil Sharma,"Dharmendra, Vinod Khanna, Jayapradha, Tom Alter",action
25596,1991,Fateh,Bollywood,Talat Jani,"Shabana Azmi, Sanjay Dutt, Sonam",action
25597,1991,First Love Letter,Bollywood,Shiva,"Arvind Singh, Manisha Koirala, Gulshan Grover",romance
25599,1991,Henna,Bollywood,Randhir Kapoor,"Rishi Kapoor, Zeba Bakhtiar, Ashwini Bhave, Saeed Jaffrey",romance
25600,1991,Hum,Bollywood,Mukul S. Anand,"Amitabh Bachchan, Rajinikanth, Govinda, Shilpa Shirodkar, Kimi Katkar, Danny Denzongpa, Kader Khan, Anupam Kher",action
25601,1991,Indrajeet,Bollywood,K. V. Raju,"Amitabh Bachchan, Jayapradha, Kumar Gaurav, Neelam Kothari, Saeed Jaffery",action
25602,1991,Insaaf Ka Khoon,Bollywood,Romy Bahl,"Shoma Anand, Chandrashekhar, Asha Parekh",crime
25603,1991,Khoon Ka Karz,Bollywood,Mukul S. Anand,"Vinod Khanna, Dimple Kapadia, Rajnikanth, Sanjay Dutt, Kimi Katkar",action
25604,1991,Khooni Panja,Bollywood,Vinod Talwar,"Anil Dhawan, Jagdeep, Javed Khan",horror
25605,1991,Lamhe,Bollywood,Yash Chopra,"Anil Kapoor, Sridevi, Waheeda Rehman, Anupam Kher",romance
25606,1991,Love,Bollywood,Suresh Krissna,"Salman Khan, Revathi, Amjad Khan",romance
25607,1991,Maa,Bollywood,Ajay Kashyap,"Jeetendra, Jayapradha, Aruna Irani",drama
25608,1991,Narsimha,Bollywood,N. Chandra,"Sunny Deol, Dimple Kapadia, Urmila Matondkar",action
25609,1991,Numbri Aadmi,Bollywood,Swaroop Kumar,"Ishrat Ali, Rakesh Bedi, Master Bhagwan",action
25610,1991,Patthar Ke Phool,Bollywood,Anant Balani,"Salman Khan, Raveena Tandon, Vinod Mehra",romance
25612,1991,Prahaar: The Final Attack,Bollywood,Nana Patekar,"Nana Patekar, Madhuri Dixit, Dimple Kapadia",action
25614,1991,Pratikar,Bollywood,Rama Rao Tatineni,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit",action
25615,1991,Prem Qaidi,Bollywood,K. Muralimohana Rao,"Karishma Kapoor, Harish Kumar, Shafi Inamdar, Paresh Rawal",romantic
25616,1991,Pyaar Ka Saaya,Bollywood,Vinod Verma,"Amrita Singh, Rahul Roy, Sheeba",drama
25617,1991,Ranbhoomi,Bollywood,Deepak Sareen,"Rishi Kapoor, Jeetendra, Dimple Kapadia, Shatrughan Sinha, Neelam Kothari",action
25619,1991,Saathi,Bollywood,Mahesh Bhatt,"Aditya Pancholi, Mohsin Khan, Varsha Usgaonkar",action
25620,1991,Sadak,Bollywood,Mahesh Bhatt,"Sanjay Dutt, Pooja Bhatt, Deepak Tijori",romance
25622,1991,Sapnon Ka Mandir,Bollywood,Pradip Jain,"Jeetendra, Jayapradha",action
25624,1991,Saudagar,Bollywood,Subhash Ghai,"Raaj Kumar, Dilip Kumar, Manisha Koirala, Amrish Puri",romance
25625,1991,Saugandh,Bollywood,Raj Sippy,"Akshay Kumar, Raakhee, Rupali Ganguly",action
25626,1991,Shikari: The Hunter,Bollywood,Umesh Mehra,"Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar",action
25628,1991,Swarg Yahan Narak Yahan,Bollywood,Vimal Kumar,"Mithun Chakraborty, Shilpa Shirodkar, Sumalatha",action
25629,1991,Thalapathi,Bollywood,Mani Ratnam,"Rajinikanth, Mammootty, Shobana",crime
25630,1991,Trinetra,Bollywood,Harry Baweja,"Mithun Chakraborty, Dharmendra, Deepa Sahi, Shilpa Shirodkar",action
25631,1991,Vishkanya,Bollywood,Jagmohan Mundra,"Kunal Goswami, Pooja Bedi, Kabir Bedi",action
25632,1992,Yaad Rakhegi Duniya,Bollywood,Deepak Anand,"Aditya Pancholi, Rukhsar Rehman",romance
25633,1992,Vansh,Bollywood,Pappu Verma,"Siddharth Ray, Sudesh Berry, Ekta Sohini, Anupam Kher",action
25634,1992,Dil Ka Kya Kasoor,Bollywood,Lawrence D'Souza,"Divya Bharti, Prithvi, Suresh Oberoi, Manjeet Kullar, Laxmikant Berde",romance
25635,1992,Insaaf Ki Devi,Bollywood,S. A. Chandrashekhar,"Jeetendra, Rekha, Shakti Kapoor, Kader Khan",action
25636,1992,Shola Aur Shabnam,Bollywood,David Dhawan,"Govinda, Divya Bharti, Anupam Kher, Gulshan Grover, Mohnish Behl, Bindu, Reema Lagoo, Alok Nath, Reema Lagoo, Guddi Maruti",comedy
25637,1992,Raat,Bollywood,Ram Gopal Verma,"Revathi, Rohini Hattangadi",horror
25638,1992,Mere Sajana Saath Nibhana,Bollywood,Rajesh Vakil,"Mithun Chakraborty, Juhi Chawla, Shantipriya (actress), Prem Chopra",drama
25639,1992,Current,Bollywood,K. Hariharan,"Om Puri, Deepti Naval, Shriram Lagoo, Savita Prabhune",drama
25640,1992,I Love You,Bollywood,T. L. V. Prasad,"Prashanth (actor), Tanuja, Reema Lagoo",romance
25641,1992,Beta,Bollywood,Inder Kumar,"Anil Kapoor, Madhuri Dixit, Aruna Irani, Anupam Kher",drama
25642,1992,Virodhi,Bollywood,Rajkumar Kohli,"Dharmendra, Armaan Kohli, Sunil Dutt, Anita Raj, Harsha Mehra",action
25643,1992,Mr Bond,Bollywood,Raj N. Sippy,"Akshay Kumar, Sheeba Akashdeep, Pankaj Dheer, Laxmikant Berde",action
25644,1992,Ghazab Tamasha,Bollywood,Ranjeet,"Rahul Roy, Anu Agarwal",romance
25645,1992,Khuda Gawah,Bollywood,Mukul S. Anand,"Amitabh Bachchan, Sridevi, Nagarjuna, Shilpa Shirodkar, Kiran Kumar, Danny Denzongpa",drama
25646,1992,Jo Jeeta Wohi Sikander,Bollywood,Mansoor Khan,"Aamir Khan, Ayesha Julka, Deepak Tijori, Pooja Bedi",sport
25647,1992,Jaan Se Pyaara,Bollywood,Anand,"Govinda, Divya Bharti, Kiran Kumar, Aruna Irani",action
25648,1992,Tyagi,Bollywood,K. C. Bokadia,"Rajnikant, Jaya Prada, Bhagyashree, Himalaya",action
25649,1992,Khiladi,Bollywood,Abbas Mustan,"Akshay Kumar, Ayesha Julka, Deepak Tijori",musical
25650,1992,Ek Ladka Ek Ladki,Bollywood,Vijay Sadanah,"Salman Khan, Neelam",romance
25651,1992,Kasak,Bollywood,K. Bapaiah,"Rishi Kapoor, Neelam, Chunky Pandey",romance
25652,1992,Deewana,Bollywood,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shahrukh Khan",romance
25653,1992,Jaagruti,Bollywood,Suresh Krishna,"Salman Khan, Karisma Kapoor",action
25654,1992,Parda Hai Parda,Bollywood,K. Bapaiah,"Chunky Pandey, Meena",drama
25655,1992,Chamatkar,Bollywood,Rajiv Mehra,"Naseeruddin Shah, Shahrukh Khan, Urmila Matondkar",comedy
25656,1992,Aaj Ka Goonda Raj,Bollywood,Ravi Raja Pinisetty,"Chiranjeevi, Meenakshi Seshadri, Raj Babbar",crime
25657,1992,Zulm Ki Hukumat,Bollywood,Bharat Rangachary,"Dharmendra, Moushmi Chatterji, Govinda, Kimi Katkar",action
25658,1992,Nishchaiy,Bollywood,Esmayeel Shroff,"Salman Khan, Vinod Khanna, Karisma Kapoor, Moushmi Chatterji",romance
25659,1992,Sapne Sajan Ke,Bollywood,Lawrence D'Souza,"Jackie Shroff, Rahul Roy, Karisma Kapoor, Gulshan Grover",musical
25660,1992,Bekhudi,Bollywood,Rahul Rawail,"Kajol, Kamal Sadanah, Ajay Mankotia, Tanuja",musical
25661,1992,Humshakal,Bollywood,Kalpataru,"Vinod Khanna, Meenakshi Seshadri, Nagma, Avinash Wadhawan",crime
25662,1992,Tahalka,Bollywood,Anil Sharma,"Dharmendra, Naseeruddin Shah, Aditya Pancholi, Javed Jaffrey, Ekta Sohini, Pallavi Joshi, Shikha Swaroop, Sonu Walia",action
25663,1992,Deedar,Bollywood,Pramod Chakravorty,"Akshay Kumar, Karisma Kapoor, Anupam Kher",romance
